ID,birth_year,gender,yr_experience,industry,occupation,num_employees,household_size,metro_regional,perc_RW_last_q,pref_perc_RW_last_q,perc_RW_last_yr,pref_perc_RW_last_yr,pref_RW_post_covid,update_RW_agreement_post_covid,worked_RW_past_six_months,frequency_RW,pref_frequency_RW,employer_onsite_policy,perc_required_onsite,employers_policy_suits_me,choose_level_of_RW,choose_which_days_RW,direct_manager_denies_allows_RW,feelings_about_employer_policy,six_months_employer_encouraged_RW,six_months_employer_prepared_employees_for_RW,six_months_common_to_RW,six_months_easy_to_get_permission,six_months_collaborate_easily_RW,pared_collab,six_months_RW_decreases_chance_of_promotion,six_months_take_more_breaks_RW,RW_positive_or_negative_for_employer,who_in_org_is_most_supportive_of_RW,post_covid_employer_would_encourage_RW,post_covid_emplolyer_would_make_changes_to_accomodate_RW,post_covid_more_choice_about_RW,hrs_spent_onsite_preparing_commuting,hrs_spent_onsite_working,hrs_spent_onsite_caring_domestic_activities,hrs_spent_onsite_personal_family_time,hrs_spent_onsite_sleep,hrs_spent_RW_preparing_commuting,hrs_spent_RW_working,hrs_spent_RW_caring_domestic_activities,hrs_spent_RW_personal_family_time,hrs_spent_RW_sleep,RW_paycut_interest,accepted_paycut,six_month_barriers_RW_caring_responsibilities,six_month_barriers_RW_connectivity,six_month_barriers_RW_company_software_systems,six_month_barriers_RW_difficulty_collaborating_remotely,six_month_barriers_RW_poor_management,six_month_barriers_RW_IT_equipment,six_month_barriers_RW_feeling_leftout_isolated,six_month_barriers_RW_extra_costs,six_month_barriers_RW_cyber_security,six_month_barriers_RW_tasks_that_cannot_be_done_remotely,six_month_barriers_RW_workspace_conditions,six_month_barriers_RW_motivation,six_month_barriers_RW_managment_discourages_remote_work,six_month_barriers_RW_living_situation,six_month_barriers_RW_lack_of_RW_skills,six_month_barriers_RW_health_safety_remote,hybrid_biggest_barriers_one,hybrid_smallest_barriers_one,hybrid_biggest_barriers_two,hybrid_smallest_barriers_two,hybrid_biggest_barriers_three,hybrid_smallest_barriers_three,hybrid_biggest_barriers_four,hybrid_smallest_barriers_four,hybrid_biggest_barriers_five,hybrid_smallest_barriers_five,hybrid_biggest_barriers_six,hybrid_smallest_barriers_six,hybrid_biggest_barriers_seven,hybrid_smallest_barriers_seven,hybrid_biggest_barriers_eight,hybrid_smallest_barriers_eight,hybrid_biggest_barriers_nine,hybrid_smallest_barriers_nine,hybrid_biggest_barriers_ten,hybrid_smallest_barriers_ten,hybrid_biggest_barriers_eleven,hybrid_smallest_barriers_eleven,hybrid_biggest_barriers_twelve,hybrid_smallest_barriers_twelve,hybrid_biggest_barriers_thirteen,hybrid_smallest_barriers_thirteen,hybrid_biggest_barriers_fourteen,hybrid_smallest_barriers_fourteen,feel_better_when_RW,pared_wellness,more_active_when_RW,feel_better_seeing_colleagues_onsite,do_you_manage_employees,managed_employees_RW,can_offer_RW_to_managed_employees,offering_RW_retains_employees,offering_RW_recruits_employees,team_works_well_RW,easy_to_manage_employees_RW,easy_to_manage_poor_performers_RW,well_prepared_to_manager_RW,managing_RW_more_results_focused,easy_to_contact_employees_RW,productivity_RW,managed_employees_productivity_RW
267,2000,Female,Between 1 and 5 years,Mining,Machinery operators and drivers - Machine and Stationary Plant Operators,More than 200,Couple with no dependent children,Metro,50%,50%,50%,50%,50%,No,Yes,10%,50%,Unsure,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5,Strongly disagree,Strongly agree,Strongly Positive,They are about the same,Very likely,Very likely,Very likely,2,10,2,4,6,2,10,5,0,7,Yes,0.5,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Significantly improved,Lack of privacy,Noisy work environment,Lack of privacy,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Lack of privacy,Difficulty collaborating with remote colleagues,Interruptions,Connectivity/internet issues,Interruptions,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Noisy work environment,Difficulty innovating,Lack of appropriate work and meeting spaces,Noisy work environment,Interruptions,Difficulty innovating,Problems with audio-visual setup,Difficulty innovating,Noisy work environment,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Interruptions,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Strongly agree,5,Strongly agree,Strongly agree,No,,,,,,,,,,,50%,
1032,1976,Female,Between 1 and 5 years,Arts and Recreation,Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,Metro,100%,100%,100%,100%,100%,No,No,,,No,,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5,Strongly disagree,Neither agree nor disagree,Strongly Positive,They are about the same,Very likely,Very likely,Neither unlikely or likely,0,7.5,4.5,4,8,0,7.5,4,4.5,8,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,5,Neither agree nor disagree,Somewhat agree,No,,,,,,,,,,,50%,
719,1983,Male,More than 5 years,Other Services,"Professionals - Legal, Social and Welfare Professionals",More than 200,Couple with dependent children,Regional,90%,100%,90%,100%,100%,Yes,No,,,No,,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither positive nor negative,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,5,Somewhat agree,Neither agree nor disagree,Strongly Positive,They are about the same,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,1,7.5,3,5,7.5,0,8,2,6,8,Yes,0.1,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Noisy work environment,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Lack of privacy,Connectivity/internet issues,Interruptions,Connectivity/internet issues,Difficulty innovating,Connectivity/internet issues,Noisy work environment,Noisy work environment,Problems with audio-visual setup,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Difficulty innovating,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Difficulty innovating,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Noisy work environment,Strongly agree,5,Somewhat agree,Somewhat agree,No,,,,,,,,,,,50%,
120,1999,Female,Between 1 and 5 years,Public Administration and Safety,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Couple with dependent children,Metro,100%,100%,100%,60%,80%,Yes,No,,,No,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5,Strongly disagree,Neither agree nor disagree,Strongly Positive,My direct manger(s),Neither unlikely or likely,Somewhat likely,Very likely,1,8,3,4,8,0.3,8,3.7,5,7,Yes,0.1,Significantly improved,Significantly improved,Significantly improved,Stayed about the same,Not a barrier for me,Significantly improved,Somewhat improved,Not a barrier for me,Significantly improved,Not a barrier for me,Significantly improved,Significantly improved,Not a barrier for me,Somewhat improved,Not a barrier for me,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,5,Strongly agree,Neither agree nor disagree,No,,,,,,,,,,,50%,
382,1992,Female,Between 1 and 5 years,Retail Trade,Professionals - ICT Professionals,Between 20 and 199,Couple with no dependent children,Metro,100%,100%,90%,100%,100%,Yes,Yes,10%,10%,Yes,10%,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat Positive,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,5,Somewhat disagree,Somewhat agree,Strongly Positive,They are about the same,Neither unlikely or likely,Somewhat likely,Somewhat likely,3,8,3,2,8,0,8,2,5,9,No,,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Significantly improved,Noisy work environment,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Interruptions,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Noisy work environment,Interruptions,Noisy work environment,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Noisy work environment,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Noisy work environment,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty collaborating with remote colleagues,Strongly agree,5,Somewhat agree,Somewhat disagree,No,,,,,,,,,,,40%,
485,1991,Female,More than 5 years,Information Media and Telecommunications,Clerical and administrative workers - General Clerical Workers,More than 200,Couple with dependent children,Metro,100%,100%,100%,100%,80%,Yes,Yes,10%,10%,Yes,10%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat Positive,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5,Strongly agree,Somewhat agree,Somewhat Positive,My direct manger(s),Somewhat unlikely,Neither unlikely or likely,Somewhat likely,3,9,2,2,8,0,10,3,3,8,No,,Somewhat worsened,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Significantly improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat improved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,5,Strongly agree,Somewhat disagree,No,,,,,,,,,,,30%,
1171,1964,Female,More than 5 years,Manufacturing,Managers - Specialist Managers,Between 5 and 19,Single person,Metro,100%,80%,10%,50%,50%,Yes,No,,,Yes,90%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither positive nor negative,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,5,Strongly disagree,Neither agree nor disagree,Neither positive nor negative,My direct manger(s),Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,3,8,1,4,8,0,10,2,3,9,No,,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Interruptions,Lack of privacy,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Interruptions,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Lack of privacy,Noisy work environment,Connectivity/internet issues,Noisy work environment,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Noisy work environment,Lack of appropriate work and meeting spaces,Noisy work environment,Connectivity/internet issues,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Difficulty innovating,Noisy work environment,Lack of privacy,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty collaborating with remote colleagues,Strongly agree,5,Strongly agree,Neither agree nor disagree,No,,,,,,,,,,,30%,
533,1975,Male,More than 5 years,Mining,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Group household,Regional,20%,80%,20%,80%,60%,Yes,Yes,20%,60%,Yes,80%,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat Negative,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,5,Somewhat disagree,Neither agree nor disagree,Somewhat Positive,They are about the same,Very unlikely,Very unlikely,Very unlikely,2,7,6,1,8,0,7,6,3,8,Yes,0.1,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,5,Strongly agree,Neither agree nor disagree,No,,,,,,,,,,,30%,
592,1981,Female,Between 1 and 5 years,Other Services,Professionals - ICT Professionals,More than 200,Couple with no dependent children,Metro,90%,100%,90%,100%,100%,Yes,Yes,10%,10%,Unsure,,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,5,Neither agree nor disagree,Strongly disagree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,1.5,8,0,7.5,7,0.5,8,0,8.5,7,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,5,Strongly agree,Strongly disagree,No,,,,,,,,,,,30%,
1090,1970,Female,Between 1 and 5 years,Education and Training,Professionals - ICT Professionals,More than 200,Single person,Regional,80%,90%,90%,90%,80%,Yes,Yes,90%,90%,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,5,Neither agree nor disagree,Somewhat agree,Strongly Positive,Senior leadership,Somewhat unlikely,Neither unlikely or likely,Very unlikely,1,7,3,5,8,0.5,7,3,5.5,8,No,,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Significantly worsened,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Somewhat improved,Somewhat worsened,Stayed about the same,Not a barrier for me,Somewhat improved,Noisy work environment,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Interruptions,Connectivity/internet issues,Lack of privacy,Connectivity/internet issues,Noisy work environment,Connectivity/internet issues,Noisy work environment,Problems with audio-visual setup,Interruptions,Connectivity/internet issues,Lack of privacy,Difficulty innovating,Noisy work environment,Connectivity/internet issues,Lack of privacy,Problems with audio-visual setup,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Lack of privacy,Connectivity/internet issues,Lack of privacy,Lack of appropriate work and meeting spaces,Noisy work environment,Problems with audio-visual setup,Strongly agree,5,Strongly agree,Strongly disagree,No,,,,,,,,,,,30%,
188,1980,Male,Between 1 and 5 years,Construction,Technicians and trades workers - Other Technicians and Trades Workers,More than 200,Group household,Metro,100%,100%,100%,100%,100%,Yes,No,,,No,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Positive,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,5,Strongly disagree,Strongly agree,Strongly Positive,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,1.5,8,,7,7.5,0.5,8,2,6,7.5,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,5,Strongly agree,Strongly disagree,No,,,,,,,,,,,30%,
377,1981,Female,Between 1 and 5 years,Other Services,Professionals - ICT Professionals,More than 200,Couple with no dependent children,Metro,100%,90%,90%,100%,100%,No,Yes,10%,10%,Unsure,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither positive nor negative,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,5,Neither agree nor disagree,Strongly disagree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,1.5,8,0,7.5,7,0.5,8,0,8.5,7,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,5,Strongly agree,Strongly disagree,No,,,,,,,,,,,20%,
986,1957,Female,Between 6 and 12 months,Education and Training,Professionals - Education Professionals,More than 200,Couple with no dependent children,Metro,100%,90%,100%,100%,80%,Yes,Yes,10%,10%,Unsure,,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Positive,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,5,Somewhat agree,Neither agree nor disagree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Somewhat likely,Somewhat likely,2,7,4,4,7,1,6,4,6,7,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Somewhat improved,Interruptions,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Connectivity/internet issues,Interruptions,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Connectivity/internet issues,Lack of privacy,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Noisy work environment,Interruptions,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Problems with audio-visual setup,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Noisy work environment,Strongly agree,5,Strongly agree,Neither agree nor disagree,No,,,,,,,,,,,20%,
115,1974,Male,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,Couple with dependent children,Regional,100%,100%,50%,100%,100%,No,No,,,No,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat Positive,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,5,Neither agree nor disagree,Neither agree nor disagree,Strongly Positive,My direct manger(s),Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,4,9,2,3,6,0,10,3,3,8,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Interruptions,Noisy work environment,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Difficulty innovating,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of privacy,Interruptions,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Noisy work environment,Problems with audio-visual setup,Connectivity/internet issues,Noisy work environment,Lack of privacy,Difficulty collaborating with remote colleagues,Noisy work environment,Problems with audio-visual setup,Difficulty innovating,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Noisy work environment,Problems with audio-visual setup,Lack of privacy,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Strongly agree,5,Somewhat agree,Strongly disagree,No,,,,,,,,,,,20%,
171,1974,Male,Between 1 and 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,Couple with dependent children,Regional,100%,100%,50%,100%,100%,No,No,,,No,,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat Positive,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,5,Neither agree nor disagree,Neither agree nor disagree,Strongly Positive,My direct manger(s),Neither unlikely or likely,Neither unlikely or likely,Somewhat likely,4,8,2,3,7,0,9,3,4,8,No,,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,5,Somewhat agree,Neither agree nor disagree,No,,,,,,,,,,,20%,
5,1974,Male,More than 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,Couple with dependent children,Regional,100%,100%,100%,100%,100%,No,No,,,No,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat Positive,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,5,Neither agree nor disagree,Somewhat agree,Strongly Positive,My direct manger(s),Somewhat likely,Somewhat likely,Somewhat likely,5,8,2,3,6,,9,3,4,8,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,5,Somewhat agree,Neither agree nor disagree,No,,,,,,,,,,,20%,
1322,1960,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Couple with no dependent children,Regional,100%,90%,100%,100%,90%,Yes,No,,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,5,Somewhat disagree,Somewhat agree,Somewhat Positive,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,5,7.5,1.5,3,7,0,8,2,6,8,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,5,Strongly agree,Somewhat agree,No,,,,,,,,,,,20%,
1402,1992,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Professionals - Health Professionals,Between 5 and 19,Couple with dependent children,Metro,100%,100%,100%,100%,100%,No,No,,,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5,Strongly disagree,Neither agree nor disagree,Strongly Positive,Senior leadership,Somewhat likely,Somewhat likely,Somewhat likely,1,10,2,3,8,2,9,1,3,9,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat improved,Somewhat worsened,Somewhat improved,Somewhat improved,Significantly worsened,Somewhat improved,Stayed about the same,Somewhat improved,Significantly worsened,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,5,Neither agree nor disagree,Somewhat agree,No,,,,,,,,,,,10%,
368,1970,Female,Between 1 and 5 years,Retail Trade,Sales workers - Sales Support Workers,I am a sole trader/owner-operator,Couple with dependent children,Metro,100%,100%,100%,100%,100%,No,No,,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,1,Strongly disagree,Neither agree nor disagree,Strongly Positive,They are about the same,Very likely,Very likely,Very likely,4,5,3,4,8,,5,3,8,8,Yes,0.2,Not a barrier for me,Significantly improved,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,5,Strongly agree,Strongly disagree,No,,,,,,,,,,,0%,
912,1975,Female,Between 1 and 5 years,Health Care and Social Assistance,Managers - Specialist Managers,I am a sole trader/owner-operator,Single person,Metro,50%,50%,50%,50%,50%,Yes,Yes,50%,50%,Yes,50%,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Positive,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,1,Strongly disagree,Strongly disagree,Strongly Positive,They are about the same,Very unlikely,Very unlikely,Very unlikely,8,2,1,8,5,8,2,1,8,5,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,5,Strongly agree,Strongly disagree,No,,,,,,,,,,,50%,
